,,nDCG,nDCL,nDCG,nDCL,nDCG,nDCL,nDCG,nDCL,nDCG,nDCL,nDCG,nDCL
2,20,0.201463435392,0.202804568475,0.262903023753,0.222903344681,0.264382966089,0.254163004317,0.226617560941,0.149877034302,0.133336973292,0.126287840953,0.00117397975454,0.00195627852456
2,30,0.224305107296,0.241308115879,0.284223114404,0.260322499803,0.285726623066,0.290863076049,0.245378732165,0.175052884443,0.147509529551,0.152753453118,0.00154126325188,0.00253960028539
2,50,0.251458457876,0.286034229249,0.308301024882,0.301590884083,0.310026753993,0.333862708905,0.268147567064,0.207613682759,0.164401802195,0.184885982206,0.00204416262361,0.0037385162946
2,70,0.268241655389,0.31502910434,0.32372111663,0.328712421956,0.325336449103,0.361284338707,0.281960521373,0.228408253302,0.177171276221,0.206122890267,0.00259084566217,0.00459777518923
2,100,0.285204587128,0.344324502519,0.338459079975,0.356368173086,0.339511227072,0.388939779801,0.29626213021,0.25014034589,0.19252143256,0.22793993901,0.00324700378442,0.00599775462944
3,1,0.0561287902239,0.0368982212474,0.0885816193259,0.0386321778665,0.0914704709947,0.0455303347815,0.0704553282864,0.0261766656095,0.0415537845872,0.0283047503704,0.000122427506749,0.000272819563426
3,2,0.0841196552258,0.0587016610097,0.126351625705,0.0602796681215,0.12950934323,0.0722798363154,0.102718306017,0.0410335294698,0.0607010312567,0.0417632980515,0.000175419916656,0.000649401328565
3,3,0.102761173026,0.0750557599089,0.149890506954,0.0782940059377,0.152993070868,0.0942242845913,0.123288475686,0.0539311254005,0.0715673927453,0.0510205167637,0.000227640845316,0.000765394637314
3,5,0.128302383993,0.10178249769,0.180453630849,0.107332250811,0.183777363241,0.129578976603,0.151290343807,0.0723142299152,0.0875938036957,0.06554989637,0.000360536316492,0.00104683317399
3,10,0.166064290912,0.152210082058,0.222568865628,0.156063383376,0.225959295163,0.186694762476,0.188415504174,0.106719541527,0.110705813834,0.093978407911,0.000577436300065,0.00138550767945
3,15,0.189482917537,0.187404953625,0.246972897614,0.194918492453,0.249459685201,0.226962167546,0.209639795293,0.129242321863,0.125092984102,0.11212657532,0.000816278822693,0.00157109765147
3,20,0.206889720743,0.21364752318,0.263235528694,0.224971800611,0.265366155418,0.2560408783,0.223785518246,0.147237717356,0.134967872469,0.12640968636,0.00100818584652,0.00190427783385
3,30,0.230526223829,0.252134710557,0.284959207636,0.264385419555,0.286877834101,0.296073364199,0.243311216456,0.17278219236,0.149811395692,0.153263146571,0.00138607369393,0.00239671557852
3,50,0.258224052551,0.299675330044,0.310772384449,0.307020862705,0.312397620974,0.340911306909,0.266509573279,0.205577543443,0.166782679919,0.187362476096,0.00203044744263,0.00347331712942
3,70,0.275655205724,0.330346504851,0.326185212774,0.333886404062,0.327704562783,0.367106214245,0.28097696654,0.226558145313,0.18071172711,0.212508340313,0.00247359212067,0.00440066340002
3,100,0.29265749113,0.360078848754,0.340810747762,0.360823798832,0.342286323876,0.393027067459,0.295530853886,0.248932086671,0.195932575309,0.234815747365,0.00309791779273,0.00593468838981
4,1,0.0544649864611,0.0307794223755,0.0878409987668,0.0359930959949,0.0911514450746,0.0455167529025,0.071235974972,0.027505287812,0.0417092165647,0.0286229830698,9.54817960182e-05,0.000154737749411
4,2,0.0840291009717,0.0522455796237,0.127161203469,0.0596841433332,0.130886331467,0.0714428274901,0.105066025171,0.0440432973453,0.0610225076982,0.0430060159376,0.000230854395021,0.00029515306145
4,3,0.103715024243,0.0678619896871,0.152390240728,0.0789668166772,0.154942242198,0.0937189115525,0.126905985201,0.0571628076439,0.0728720368126,0.052637021096,0.000296834364804,0.000441865102428
4,5,0.130732559516,0.0950482592437,0.182892385509,0.108538247851,0.186024730795,0.129013009916,0.154154904349,0.0778478856791,0.0889333302048,0.0672594589096,0.00044962853371,0.000635854733252
4,10,0.170347314354,0.142011445066,0.224470972105,0.160191653741,0.227606138976,0.188120463566,0.191814975578,0.111882817215,0.110793619072,0.0939674340158,0.000677549337345,0.00116096525151
4,15,0.195045620713,0.177468336165,0.248714009634,0.198179699173,0.250975728347,0.227497222506,0.212920001781,0.135883230515,0.125056544641,0.111927791076,0.000908378595151,0.00149513816652
4,20,0.21234287318,0.205303001906,0.265164622312,0.224607714483,0.267129666554,0.256900630267,0.227525834757,0.152418978011,0.135376271797,0.126273948191,0.00106522682999,0.00182858541869
4,30,0.234999730151,0.244015071389,0.286543679156,0.262974175976,0.288526653436,0.295561622786,0.247022722761,0.178646335929,0.15011349322,0.153517630664,0.00140011507927,0.00238043457782
4,50,0.262280446455,0.292436757842,0.311234653241,0.305142999617,0.313081342314,0.338349813225,0.270096402813,0.210128034105,0.16741103646,0.187940182555,0.00193909994807,0.00340036826024
4,70,0.278720691337,0.321607763275,0.326637256408,0.332543262755,0.328258550943,0.365149991559,0.28424887159,0.23120115972,0.180894459738,0.211732194169,0.00243220885593,0.00427212007512
4,100,0.295139313034,0.351515082567,0.341447377242,0.359574331254,0.342703347462,0.390585374813,0.298672126138,0.253903183857,0.196190473695,0.233137014913,0.00311752033992,0.00563947419359
5,1,0.05557019898,0.0364712160551,0.0874664606025,0.0376903298312,0.0883693846197,0.0463563830728,0.0708412527518,0.0262739596621,0.0390890715076,0.0257796545727,0.000132385484176,0.000402824895016
5,2,0.0808944049214,0.0580955341907,0.125039284763,0.0626337520568,0.126398574159,0.0754225021975,0.102880410603,0.0443085975198,0.0577129880294,0.0408257848501,0.000218920829459,0.000622154131769
5,3,0.0972117164924,0.0754421002728,0.148908772239,0.0809840266037,0.150876426769,0.097316691746,0.122768910116,0.0574458774403,0.0685727093643,0.0514095155149,0.00027328667456,0.000804368917744
5,5,0.122323265681,0.101876021022,0.180679829539,0.110574664046,0.182099969596,0.13092792378,0.149956168078,0.0789460573681,0.0839746485004,0.0663620476205,0.000360333099433,0.000958420322885
5,10,0.15808825461,0.144402415874,0.221912019831,0.161102772569,0.224200752436,0.187578120157,0.186713709455,0.112430832511,0.105519016116,0.0910577423238,0.000589590198972,0.00135211465805
5,15,0.180102748861,0.175981600119,0.246346899622,0.196400973733,0.24746502893,0.225265916076,0.20768769027,0.135431679452,0.119081526513,0.109208097857,0.000770078686488,0.00168380556879
5,20,0.196951480525,0.20132255495,0.262756466963,0.223834044897,0.26360157679,0.253287277382,0.221832237445,0.152625214772,0.129542303043,0.125534081676,0.000946444478774,0.00204801766533
5,30,0.220931962093,0.238941091647,0.284003737342,0.26039649957,0.285184951718,0.291064352332,0.242020721726,0.177309422941,0.14439853424,0.153229419036,0.00125055148251,0.00291339450104
5,50,0.248948925352,0.287001603324,0.308683460718,0.300701841033,0.309476160382,0.3331374857,0.264951196592,0.208466424398,0.162135498407,0.186872775661,0.00178329260099,0.0041107796432
5,70,0.26619248393,0.317530107938,0.324025727432,0.326992794972,0.324293220043,0.358611505168,0.279169743633,0.229230196754,0.175077304065,0.208486934869,0.00234020560581,0.00531045644119
5,100,0.283075266202,0.345767205084,0.338842108854,0.354360685701,0.339034784433,0.386248285071,0.293885403979,0.251163292861,0.191344264232,0.230589354807,0.00304896543444,0.0066906440002
