,,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate
,,BPRMF,BPRMF,BPRMF,BPRMF,BPRMF,WRMF,WRMF,WRMF,WRMF,WRMF,SVD,SVD,SVD,SVD,SVD,CoFFee,CoFFee,CoFFee,CoFFee,CoFFee,mostpopular,mostpopular,mostpopular,mostpopular,mostpopular,random,random,random,random,random
fold,top-n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.00671704450042,0.000845294736982,0.00175156264577,0.943672450788,0.995796183013,0.0218303946264,0.00322324843735,0.00260385430411,0.94282015913,0.993418229312,0.0344248530647,0.00552723468341,0.00241593698773,0.943008076446,0.991114243066,0.0293870696893,0.00422447456452,0.0028827315981,0.942541281836,0.992417003185,0.0537363560034,0.00870417016513,0.00360441405781,0.941819599376,0.987937307585,0.0,0.0,0.000587741393787,0.94483627204,0.99664147775
1,2,0.016792611251,0.00256587101675,0.00556588434422,0.93985812909,0.994075606733,0.0470193115029,0.00790385563685,0.00435541694988,0.941068596484,0.988737622113,0.0570948782536,0.01017552277,0.00441938880226,0.941004624632,0.98646595498,0.0549958018472,0.00898471339277,0.00401023549638,0.941413777938,0.987656764357,0.0940386230059,0.0160699292311,0.00475390828036,0.940670105154,0.980571548519,0.0016792611251,0.000539762504498,0.000848959791025,0.944575053643,0.996101715245
1,3,0.0302267002519,0.00461297029307,0.00795416683326,0.937469846601,0.992028507457,0.0667506297229,0.0118154678608,0.00613463409433,0.93928937934,0.984826009889,0.0831234256927,0.0148464675543,0.00724714458971,0.938176868844,0.981795010196,0.075986565911,0.012975290872,0.00574080737809,0.939683206056,0.983666186878,0.13476070529,0.023689909773,0.00842029507017,0.937003718364,0.972951567977,0.00671704450042,0.00118447882932,0.00161862114003,0.943805392294,0.99545699892
1,5,0.0503778337531,0.0078038996175,0.0107372755987,0.934686737835,0.988837578132,0.110411418976,0.0205253022004,0.011236389322,0.934187624112,0.976116175549,0.121466554716,0.0244858928738,0.0138845574614,0.931539455973,0.972155584876,0.100055975371,0.0181586768489,0.00887542814495,0.936548585289,0.978482800901,0.180520570949,0.0357802566871,0.013767275732,0.931656737702,0.960861221063,0.00839630562552,0.00149934029027,0.00245825170258,0.942965761732,0.99514213746
1,10,0.0857822558074,0.0153039329362,0.0189200085296,0.926504004905,0.981337544814,0.168108032466,0.0353284554796,0.0237695414018,0.921654472032,0.96131302227,0.181360201511,0.0410939186758,0.0240027721136,0.92142124132,0.955547559074,0.151413378114,0.0302373622273,0.0148318073381,0.930592206096,0.966404115523,0.29834872656,0.0640961310357,0.0232371090054,0.922186904429,0.932545346714,0.0176322418136,0.00305732144523,0.00398358055789,0.941440432876,0.993584156305
1,15,0.120347047299,0.0233707168846,0.0261661535591,0.919257859875,0.973270760865,0.204981808004,0.0463306145296,0.0348423360388,0.910581677395,0.95031086322,0.224643157011,0.0548971785748,0.0376131168952,0.907810896539,0.941744299175,0.192765183319,0.0418056055336,0.0208111764157,0.924612837018,0.954835872216,0.381444164568,0.089103127957,0.0325413484733,0.912882664961,0.907538349793,0.0260285474391,0.00440172990551,0.0050611064465,0.940362906988,0.992239747844
1,20,0.133081444165,0.0285704290112,0.0342379353085,0.911186078126,0.968071048739,0.2459697733,0.0592052830088,0.0471829061879,0.898241107246,0.937436194741,0.252952700812,0.0652882731598,0.049142377354,0.89628163608,0.93135320459,0.223621606493,0.049075406821,0.0262471179348,0.919176895499,0.947566070929,0.43595018192,0.109766369464,0.0391904228806,0.906233590553,0.886875108286,0.0327455919395,0.00540695427345,0.0062165980302,0.939207415404,0.991234523476
1,30,0.171508536244,0.0407737262271,0.0458711500273,0.899552863407,0.955867751523,0.301777218024,0.0811716178215,0.062727399944,0.88269661349,0.915469859928,0.318667786174,0.0904465368571,0.0651063532046,0.880317660229,0.906194940893,0.285256487146,0.0658793464209,0.0386040142337,0.9068199992,0.930762131329,0.515385230499,0.147669692002,0.0617175109618,0.883706502472,0.848971785748,0.0470193115029,0.00832966827929,0.00774892380686,0.937675089627,0.98831180947
1,50,0.235600335852,0.0648254767902,0.0707848546639,0.87463915877,0.93181600096,0.394388469074,0.122705009796,0.0922937240947,0.853130289339,0.873936467954,0.407036903762,0.131131635414,0.101115509176,0.844308504258,0.865509842336,0.355813442085,0.0913401436701,0.0557081550784,0.889715858356,0.90530133408,0.595344381805,0.202559873656,0.0920668239308,0.853357189503,0.794081604094,0.0730478589421,0.0123102501566,0.0127927045433,0.932631308891,0.984331227593
1,70,0.269337491504,0.0827989018165,0.0946373595618,0.850786653872,0.913842575933,0.44308004478,0.152636506604,0.117442658564,0.827981354871,0.844004971146,0.444923566964,0.158966721309,0.131497807631,0.813926205803,0.83767475644,0.411458958058,0.114043820719,0.0703530446603,0.875070968774,0.882597657031,0.642565604467,0.252770780856,0.119518745085,0.825905268349,0.743870696893,0.0973971452561,0.0167886130103,0.0186171417909,0.926806871643,0.97985286474
1,100,0.31353304546,0.108844108592,0.126821531859,0.818602481575,0.887797369158,0.478715032053,0.192117135127,0.154779896845,0.790644116589,0.804524342623,0.480415950315,0.196187011048,0.173943464875,0.771480548559,0.800454466701,0.444739314702,0.137603787667,0.0915417216425,0.853882291792,0.859037690083,0.665175322858,0.3030986366,0.163690975971,0.781733037464,0.69354284115,0.14147774979,0.0251476017219,0.0249753441819,0.920448669252,0.971493876028
2,1,0.0117548278757,0.00265549824744,0.0027181373529,0.947743659457,0.992306718377,0.0218303946264,0.00346047738995,0.00187983953727,0.948581957272,0.991501739235,0.0235096557515,0.00374801753895,0.00267282395746,0.947788972852,0.991214199086,0.0226700251889,0.00329688270494,0.00115082696947,0.94931096984,0.99166533392,0.0596137699412,0.00967174443245,0.00238828248904,0.94807351432,0.985290472192,0.0016792611251,0.000198246105047,0.0,0.950461796809,0.99476397052
2,2,0.0176322418136,0.00375101621953,0.00485453067317,0.945607266136,0.991211200405,0.0411418975651,0.00734143643464,0.00470259752376,0.945759199286,0.98762078019,0.0554156171285,0.0101925152933,0.00509709061346,0.945364706196,0.984769701331,0.048698572628,0.00794383804459,0.00269814614903,0.94776365066,0.98701837858,0.0965575146935,0.0155814774832,0.00527901056868,0.945182786241,0.979380739141,0.0016792611251,0.000198246105047,0.000419815281276,0.950041981528,0.99476397052
2,3,0.0256087321579,0.00504311436301,0.0057441392454,0.944717657564,0.989919102262,0.0701091519731,0.0131548785201,0.00624891714312,0.944212879666,0.981807338105,0.0848026868178,0.0149580851092,0.00715151999787,0.943310276812,0.980004131515,0.0688497061293,0.0119980541895,0.00611264377007,0.944349153039,0.982964162435,0.12510495382,0.0213829248464,0.00609065344582,0.944371143364,0.973579291778,0.00251889168766,0.000282209161302,0.000419815281276,0.950041981528,0.994680007463
2,5,0.0386230058774,0.00737475510775,0.0111780816441,0.939283715165,0.987587461517,0.103694374475,0.0202300987565,0.0109388535711,0.939522943238,0.974732117868,0.128183599216,0.0242493302947,0.0108375648048,0.939624232005,0.97071288633,0.101175482788,0.0178897951568,0.00789785827569,0.942563938534,0.977072421468,0.178141617688,0.0330651180147,0.0106466488079,0.939815148002,0.96189709861,0.00419815281276,0.000555089094132,0.00152732797569,0.948934468834,0.994407127531
2,10,0.0690596137699,0.0139328695374,0.0206145962443,0.929847200565,0.981029347087,0.164777497901,0.0350009329228,0.0199768768409,0.930484919969,0.959961283702,0.184508816121,0.0397881598763,0.0236779150507,0.926783881759,0.955174056748,0.167436328016,0.0314228406168,0.0134923966788,0.936969400131,0.963539376008,0.280646515533,0.0578725360841,0.0210830567883,0.929378740021,0.937089680541,0.0125944584383,0.00196480215372,0.00407420734877,0.946387589461,0.992997414471
2,15,0.0952280996362,0.0196913358122,0.0281246251649,0.922337171644,0.975270880812,0.211145096158,0.047341503072,0.0318293284288,0.918632468381,0.947620713553,0.223845507976,0.0539642557275,0.0340133674517,0.916448429358,0.940997960897,0.193744752309,0.0393943331601,0.018602148388,0.931859648421,0.955567883465,0.346389588581,0.07866738635,0.0319239534605,0.918537843349,0.916294830275,0.0239294710327,0.00362573800861,0.00456399184359,0.945897804966,0.991336478616
2,20,0.115799048419,0.0259069342822,0.0364003171938,0.914061479616,0.969055282342,0.242533285354,0.0587374888382,0.042188103901,0.908273692908,0.936224727786,0.253470472992,0.06556448496,0.0438557034905,0.906606093319,0.929397731665,0.235446403582,0.0498344061946,0.0248607279464,0.925601068863,0.94512781043,0.398096837392,0.0967497634374,0.0413108232378,0.909150973572,0.898212453187,0.0298068849706,0.00463762611118,0.00559353884291,0.944868257966,0.990324590514
