,,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate,precision,recall,fallout,specifity,miss_rate
,,BPRMF,BPRMF,BPRMF,BPRMF,BPRMF,WRMF,WRMF,WRMF,WRMF,WRMF,SVD,SVD,SVD,SVD,SVD,CoFFee,CoFFee,CoFFee,CoFFee,CoFFee,mostpopular,mostpopular,mostpopular,mostpopular,mostpopular,random,random,random,random,random
fold,topk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50,0.227168572713,0.123536781146,0.141033526565,0.83189769815,0.86322305703,0.378416668126,0.207711576969,0.185307127387,0.787624097328,0.779048261207,0.37389449319,0.208078804649,0.197963828905,0.77496739581,0.778681033527,0.319441233647,0.0918657653082,0.045022329638,0.927908895077,0.894894072868,0.476778723504,0.221635288417,0.147618551405,0.82531267331,0.765124549759,0.0239426259654,0.00437652148024,0.00506007110457,0.96787115361,0.982383316696
2,70,0.25650285761,0.15657466272,0.178600500884,0.794330723831,0.830185175455,0.411402067754,0.245952672843,0.225499804433,0.747431420282,0.740807165333,0.410230681214,0.246448653508,0.242486412488,0.730444812227,0.740311184668,0.36280874738,0.11018316141,0.0562567937559,0.916674430959,0.876576676766,0.511277693129,0.265586058133,0.190610664518,0.782320560197,0.721173780043,0.0360794409709,0.00656681086067,0.00673981447428,0.966191410241,0.980193027315
2,100,0.292758425425,0.200333222415,0.223044945329,0.749886279386,0.786426615761,0.444221965358,0.287237925941,0.271317361075,0.70161386364,0.699521912234,0.442059376405,0.288200639824,0.286380818111,0.686550406604,0.698559198351,0.39991219928,0.130694729038,0.0693164211866,0.903614803528,0.856065109138,0.543444310175,0.323528403883,0.239943110504,0.732988114211,0.663231434292,0.052482530342,0.00996719148613,0.00907853027198,0.963852694443,0.97679264669
3,1,0.0194174757282,0.0036108892905,0.0028227840121,0.971213697306,0.984253188379,0.0403059723448,0.00807202281717,0.00522154041572,0.968814940902,0.979792054853,0.0394233598117,0.00763436491592,0.00663182331872,0.967404657999,0.980229712754,0.0324360105914,0.00653054469802,0.00165031615274,0.972386165165,0.981333532972,0.0520005884084,0.0105702190654,0.00386858062829,0.97016790069,0.977293858605,0.000441306266549,8.78526363963e-05,0.000149641351098,0.973886839967,0.987776225034
3,2,0.0351573992351,0.00681847368741,0.00569562359611,0.968340857722,0.981045603982,0.0718593704031,0.0149927674806,0.0110100659858,0.963026415332,0.972871310189,0.0705354516034,0.014719986504,0.0127595593008,0.961276922017,0.973144091166,0.0547219770521,0.0109168429557,0.00295532182668,0.971081159491,0.976947234714,0.0945866431303,0.019743610399,0.00733709611137,0.966699385207,0.968120467271,0.0011768167108,0.000260376534648,0.000219514843301,0.973816966475,0.987603701135
3,3,0.0516205746788,0.0105146471651,0.00880785431756,0.965228627,0.977349430505,0.098975188781,0.022138047138,0.0166406611188,0.957395820199,0.965726030532,0.0953589290968,0.0213525103088,0.0189182042337,0.955118277084,0.966511567361,0.0741884868098,0.0154169118368,0.00454860673307,0.969487874585,0.972447165833,0.133225458468,0.0293142649332,0.00954006663958,0.964496414678,0.958549812737,0.00161812297735,0.000348637787958,0.000282295913364,0.973754185405,0.987515439882
3,5,0.0788283318623,0.0183301461214,0.0151726756702,0.958863805648,0.969533931548,0.142272236932,0.0356789111643,0.0264930862018,0.947543395116,0.952185166506,0.141964548397,0.035749747825,0.0294316255481,0.94460485577,0.952114329845,0.109076198882,0.0240505202277,0.00745734623162,0.966579135086,0.963813557442,0.190647984701,0.0460121324199,0.0161324876131,0.957903993705,0.94185194525,0.00272138864372,0.00052726175299,0.00045438200778,0.97358209931,0.987336815917
3,10,0.120731937965,0.0363985731097,0.0328296254267,0.941206855891,0.95146550456,0.211183436305,0.0650267702452,0.0502545391502,0.923781942168,0.922837307425,0.206595952591,0.064948257424,0.0557911232062,0.918245358112,0.922915820246,0.164704079631,0.0383920982829,0.0136689070548,0.960367574263,0.949471979387,0.287409287045,0.0819113756614,0.0303605285401,0.943675952778,0.905952702009,0.00518534863195,0.000996441530422,0.000849135133116,0.973187346185,0.986867636139
3,15,0.148508052088,0.0530715733386,0.0491594458221,0.924877035496,0.934792504331,0.255151287494,0.0921631362165,0.073041032143,0.900995449175,0.895700941453,0.248773536334,0.0906713342393,0.0802882325334,0.893748248785,0.897192743431,0.201739482201,0.0491361838449,0.0188170715477,0.95521940977,0.938727893825,0.335328142731,0.108180072804,0.0515866011012,0.922449880217,0.879684004866,0.00842159458664,0.00154267478297,0.00132902651107,0.972707454807,0.986321402887
3,20,0.165830023536,0.0673016865371,0.0655671953002,0.908469286018,0.920562391133,0.284900787813,0.116012500175,0.0942703736393,0.879766107679,0.871851577495,0.27874214288,0.114351501609,0.103201892947,0.870834588371,0.873512576061,0.226626703933,0.0572795686873,0.0233637519438,0.950672729374,0.930584508983,0.380333939254,0.13367838113,0.0656318735202,0.908404607798,0.85418569654,0.0108487790527,0.0019833097503,0.00171560729813,0.97232087402,0.98588076792
